USGS_site,datetime,q,no3_mg_per_l,no3_gse,total_p_mg_per_l,total_p_gse,ssc_mg_per_l,ssc_gse
3339000,2017-09-06,104.0,0.88,1.28,0.34,1.53,23.2,2.27
3339000,2017-09-07,93.4,0.97,1.28,0.34,1.52,24.49,2.24
3339000,2017-09-08,89.5,1.02,1.26,0.36,1.52,26.79,2.23
3339000,2017-09-09,75.2,1.0,1.27,0.32,1.51,25.81,2.17
3339000,2017-09-10,72.2,1.09,1.27,0.3,1.5,28.39,2.23
3339000,2017-09-11,251.0,1.48,1.24,0.25,1.48,40.9,2.08
3339000,2017-09-12,104.0,0.84,1.28,0.31,1.56,49.84,2.35
3339000,2017-09-13,82.2,1.13,1.25,0.25,1.49,31.36,2.18
3339000,2017-09-14,82.3,1.21,1.26,0.26,1.49,25.15,2.12
3339000,2017-09-15,82.3,1.3,1.26,0.24,1.48,21.94,2.12
3339000,2017-09-16,82.2,1.39,1.26,0.24,1.5,18.11,2.11
3339000,2017-09-17,81.1,1.42,1.26,0.23,1.5,16.17,2.13
3339000,2017-09-18,78.8,1.45,1.26,0.22,1.49,14.65,2.16
3339000,2017-09-19,96.6,1.47,1.26,0.23,1.49,15.5,2.16
3339000,2017-09-20,188.0,1.93,1.23,0.19,1.51,20.87,2.18
3339000,2017-09-21,254.0,2.75,1.22,0.18,1.48,27.46,2.14
3339000,2017-09-22,170.0,2.96,1.22,0.21,1.5,22.76,2.2
3339000,2017-09-23,131.0,1.84,1.27,0.25,1.51,18.38,2.23
3339000,2017-09-24,125.0,1.11,1.28,0.27,1.51,15.23,2.22
3339000,2017-09-25,134.0,0.77,1.0,0.25,1.0,18.0,1.0
3339000,2017-09-26,117.0,0.92,1.27,0.26,1.51,17.06,2.24
3339000,2017-09-27,88.6,0.81,1.27,0.27,1.53,16.65,2.3
3339000,2017-09-28,81.8,0.85,1.28,0.27,1.49,18.19,2.22
3339000,2017-09-29,78.1,0.89,1.27,0.27,1.49,18.41,2.17
3339000,2017-09-30,77.5,0.92,1.27,0.27,1.51,20.65,2.2
3339000,2017-10-01,74.6,0.93,1.26,0.28,1.49,25.94,2.14
3339000,2017-10-02,71.9,0.57,1.0,0.28,1.0,11.0,1.0
3339000,2017-10-03,71.7,1.01,1.28,0.26,1.49,24.67,2.13
3339000,2017-10-04,72.9,1.08,1.27,0.26,1.48,23.87,2.16
3339000,2017-10-05,107.0,1.07,1.34,0.66,1.59,115.31,2.33
3339000,2017-10-06,134.0,1.27,1.27,0.37,1.49,46.42,2.14
3339000,2017-10-07,140.0,1.43,1.26,0.33,1.5,34.55,2.14
3339000,2017-10-08,200.0,2.3,1.25,0.28,1.51,39.91,2.12
3339000,2017-10-09,142.0,2.09,1.26,0.29,1.51,35.52,2.25
3339000,2017-10-10,131.0,2.14,1.27,0.3,1.5,27.22,2.21
3339000,2017-10-11,285.0,1.71,1.25,0.28,1.49,36.8,2.12
3339000,2017-10-12,729.0,1.33,1.0,0.35,1.0,189.0,1.0
3339000,2017-10-13,479.0,1.49,1.28,0.48,1.53,62.06,2.24
3339000,2017-10-14,292.0,1.16,1.28,0.39,1.52,32.28,2.27
3339000,2017-10-15,213.0,1.14,1.28,0.32,1.51,24.66,2.18
3339000,2017-10-16,170.0,1.17,1.27,0.31,1.51,22.32,2.18
3339000,2017-10-17,147.0,1.24,1.27,0.28,1.49,21.16,2.21
3339000,2017-10-18,135.0,1.28,1.28,0.26,1.5,20.31,2.21
3339000,2017-10-19,121.0,1.29,1.28,0.24,1.49,19.44,2.22
3339000,2017-10-20,113.0,1.34,1.27,0.21,1.52,20.99,2.26
3339000,2017-10-21,106.0,1.37,1.28,0.19,1.51,20.4,2.26
3339000,2017-10-22,104.0,1.37,1.28,0.18,1.53,19.92,2.31
3339000,2017-10-23,217.0,1.55,1.26,0.24,1.52,47.03,2.22
3339000,2017-10-24,1970.0,1.25,1.0,0.64,1.0,468.0,1.0
3339000,2017-10-25,1330.0,2.51,1.22,0.38,1.5,80.52,2.08
3339000,2017-10-26,821.0,2.19,1.24,0.32,1.49,46.55,2.19
3339000,2017-10-27,595.0,2.15,1.23,0.27,1.5,31.87,2.12
3339000,2017-10-28,450.0,2.34,1.23,0.22,1.47,18.36,2.14
3339000,2017-10-29,327.0,2.28,1.23,0.21,1.47,14.58,2.1
3339000,2017-10-30,278.0,2.46,1.22,0.17,1.5,9.69,2.13
3339000,2017-10-31,280.0,2.36,1.4,0.24,1.81,23.05,2.81
3339000,2017-11-01,244.0,2.13,1.24,0.22,1.5,14.27,2.12
3339000,2017-11-02,214.0,2.29,1.25,0.15,1.0,7.0,1.0
3339000,2017-11-03,216.0,2.12,1.24,0.23,1.52,20.83,2.16
3339000,2017-11-04,207.0,2.22,1.24,0.2,1.5,15.39,2.13
3339000,2017-11-05,386.0,2.25,1.23,0.27,1.52,41.28,2.11
3339000,2017-11-06,604.0,2.41,1.23,0.22,1.52,38.7,2.14
3339000,2017-11-07,827.0,2.72,1.21,0.29,1.48,54.91,2.09
3339000,2017-11-08,561.0,2.92,1.23,0.26,1.47,31.15,2.13
3339000,2017-11-09,411.0,1.97,1.25,0.24,1.51,17.39,2.17
3339000,2017-11-10,369.0,2.4,1.24,0.19,1.48,10.97,2.09
3339000,2017-11-11,271.0,2.39,1.24,0.19,1.49,9.58,2.09
3339000,2017-11-12,283.0,2.72,1.22,0.16,1.5,7.99,2.14
3339000,2017-11-13,259.0,2.45,1.22,0.17,1.48,9.65,2.07
3339000,2017-11-14,232.0,2.65,1.22,0.14,1.0,7.87,2.16
3339000,2017-11-15,258.0,2.34,1.23,0.22,1.51,18.77,2.15
3339000,2017-11-16,556.0,2.95,1.2,0.17,1.49,16.56,2.12
3339000,2017-11-17,707.0,2.9,1.21,0.25,1.5,32.94,2.07
3339000,2017-11-18,1550.0,3.18,1.2,0.45,1.49,182.01,2.14
3339000,2017-11-19,6610.0,4.92,1.39,0.47,1.81,281.11,2.81
3339000,2017-11-20,6240.0,4.92,1.39,0.92,1.0,463.0,1.0
3339000,2017-11-21,3750.0,4.47,1.41,0.41,1.78,165.3,2.79
3339000,2017-11-22,1750.0,3.52,1.2,0.66,1.51,179.39,2.2
3339000,2017-11-23,1240.0,3.44,1.2,0.58,1.5,134.95,2.13
3339000,2017-11-24,1020.0,3.42,1.2,0.53,1.49,117.84,2.17
3339000,2017-11-25,879.0,3.45,1.2,0.46,1.51,94.53,2.17
3339000,2017-11-26,740.0,3.48,1.2,0.43,1.5,78.69,2.18
3339000,2017-11-27,631.0,3.49,1.21,0.39,1.51,60.15,2.13
3339000,2017-11-28,543.0,3.47,1.21,0.31,1.5,44.92,2.14
3339000,2017-11-29,527.0,3.43,1.2,0.31,1.49,45.65,2.14
3339000,2017-11-30,484.0,4.73,1.0,0.21,1.0,16.0,1.0
3339000,2017-12-01,502.0,3.08,1.39,0.26,1.79,26.81,2.84
3339000,2017-12-02,403.0,2.96,1.41,0.24,1.82,21.68,2.8
3339000,2017-12-03,374.0,2.87,1.38,0.24,1.8,20.1,2.83
3339000,2017-12-04,369.0,2.91,1.4,0.24,1.81,20.14,2.84
3339000,2017-12-05,436.0,3.51,1.22,0.21,1.48,23.68,2.19
3339000,2017-12-06,334.0,3.43,1.2,0.19,1.47,15.64,2.13
3339000,2017-12-07,345.0,3.51,1.2,0.2,1.47,13.66,2.12
3339000,2017-12-08,352.0,3.21,1.21,0.28,1.51,18.19,2.18
3339000,2017-12-09,282.0,3.24,1.21,0.26,1.51,11.04,2.22
3339000,2017-12-10,262.0,3.2,1.21,0.26,1.5,10.54,2.24
3339000,2017-12-11,290.0,3.17,1.21,0.27,1.49,13.91,2.18
3339000,2017-12-12,318.0,3.33,1.2,0.23,1.5,9.58,2.17
3339000,2017-12-13,220.0,3.29,1.21,0.23,1.48,7.23,2.27
3339000,2017-12-14,313.0,3.53,1.19,0.22,1.5,8.04,2.24
3339000,2017-12-15,243.0,2.94,1.31,0.17,1.62,10.61,2.65
3339000,2017-12-16,256.0,3.73,1.19,0.18,1.5,5.83,2.22
3339000,2017-12-17,241.0,3.77,1.19,0.16,1.47,6.06,2.17
3339000,2017-12-18,238.0,3.69,1.19,0.14,1.48,6.17,2.09
3339000,2017-12-19,234.0,3.7,1.19,0.14,1.47,6.19,2.07
3339000,2017-12-20,231.0,3.61,1.19,0.15,1.48,6.42,2.1
3339000,2017-12-21,223.0,3.64,1.19,0.13,1.47,4.94,2.14
3339000,2017-12-22,221.0,3.62,1.19,0.12,1.46,5.36,2.15
3339000,2017-12-23,219.0,3.5,1.2,0.14,1.48,6.05,2.06
3339000,2017-12-24,225.0,3.47,1.19,0.13,1.49,4.89,2.12
3339000,2017-12-25,207.0,3.29,1.2,0.17,1.5,4.39,2.37
3339000,2017-12-26,178.0,3.17,1.2,0.22,1.55,5.38,2.32
3339000,2017-12-27,200.0,3.49,1.2,0.22,1.52,5.77,2.34
3339000,2017-12-28,230.0,3.67,1.19,0.21,1.5,6.57,2.3
3339000,2017-12-29,194.0,3.58,1.19,0.21,1.49,6.08,2.31
3339000,2017-12-30,142.0,3.48,1.19,0.21,1.51,5.61,2.34
3339000,2017-12-31,137.0,3.62,1.19,0.22,1.47,5.37,2.39
3339000,2018-01-01,142.0,3.29,1.21,0.26,1.48,6.55,2.38
3339000,2018-01-02,156.0,3.52,1.19,0.23,1.51,5.66,2.35
3339000,2018-01-03,173.0,3.68,1.19,0.21,1.49,5.64,2.35
3339000,2018-01-04,180.0,3.84,1.17,0.22,1.5,5.74,2.42
3339000,2018-01-05,172.0,3.95,1.18,0.22,1.47,6.15,2.37
3339000,2018-01-06,165.0,3.98,1.18,0.23,1.5,6.09,2.39
3339000,2018-01-07,172.0,4.05,1.17,0.21,1.49,6.42,2.35
3339000,2018-01-08,190.0,4.03,1.17,0.2,1.5,7.01,2.4
3339000,2018-01-09,222.0,4.2,1.16,0.18,1.49,6.81,2.31
3339000,2018-01-10,275.0,4.41,1.16,0.18,1.49,7.1,2.37
3339000,2018-01-11,378.0,3.74,1.17,0.24,1.49,13.69,2.25
3339000,2018-01-12,632.0,3.54,1.17,0.23,1.48,14.94,2.28
3339000,2018-01-13,829.0,4.0,1.16,0.26,1.48,16.6,2.32
3339000,2018-01-14,789.0,4.96,1.15,0.22,1.52,22.26,2.46
3339000,2018-01-15,637.0,4.54,1.15,0.21,1.5,13.53,2.42
3339000,2018-01-16,572.0,4.44,1.16,0.21,1.51,10.49,2.41
3339000,2018-01-17,557.0,4.74,1.15,0.19,1.49,8.57,2.4
3339000,2018-01-18,660.0,5.24,1.13,0.16,1.5,6.97,2.47
3339000,2018-01-19,656.0,5.41,1.13,0.15,1.5,5.94,2.42
3339000,2018-01-20,548.0,5.14,1.14,0.14,1.49,5.34,2.42
3339000,2018-01-21,463.0,4.88,1.15,0.14,1.48,5.64,2.31
3339000,2018-01-22,500.0,4.21,1.16,0.3,1.5,36.77,2.13
3339000,2018-01-23,1370.0,4.22,1.16,0.46,1.48,121.45,2.17
3339000,2018-01-24,1680.0,5.02,1.15,0.44,1.48,90.37,2.18
3339000,2018-01-25,1140.0,4.83,1.15,0.33,1.49,38.76,2.22
3339000,2018-01-26,893.0,5.01,1.15,0.27,1.5,29.03,2.16
3339000,2018-01-27,725.0,5.12,1.15,0.21,1.46,20.64,2.06
3339000,2018-01-28,665.0,5.24,1.14,0.16,1.48,13.91,2.07
3339000,2018-01-29,617.0,5.22,1.15,0.14,1.47,10.74,2.09
3339000,2018-01-30,526.0,5.13,1.15,0.15,1.46,8.3,2.14
3339000,2018-01-31,457.0,5.13,1.14,0.14,1.48,8.08,2.16
3339000,2018-02-01,482.0,5.35,1.0,0.08,1.0,39.0,1.0
3339000,2018-02-02,355.0,4.73,1.16,0.17,1.5,6.6,2.26
3339000,2018-02-03,348.0,5.02,1.15,0.16,1.51,6.82,2.18
3339000,2018-02-04,443.0,5.15,1.14,0.14,1.5,7.05,2.2
3339000,2018-02-05,288.0,4.95,1.16,0.18,1.5,6.52,2.3
3339000,2018-02-06,244.0,4.95,1.16,0.18,1.48,6.39,2.33
3339000,2018-02-07,255.0,4.41,1.39,0.15,1.81,10.9,2.86
3339000,2018-02-08,304.0,5.56,1.14,0.16,1.49,6.41,2.29
3339000,2018-02-09,351.0,5.53,1.14,0.14,1.48,6.68,2.23
3339000,2018-02-10,283.0,5.37,1.14,0.14,1.49,5.79,2.2
3339000,2018-02-11,330.0,5.48,1.14,0.14,1.5,5.57,2.23
3339000,2018-02-12,286.0,5.33,1.14,0.14,1.49,6.44,2.23
3339000,2018-02-13,271.0,5.3,1.14,0.14,1.49,7.04,2.2
3339000,2018-02-14,269.0,5.08,1.16,0.15,1.6,9.51,2.67
3339000,2018-02-15,290.0,5.03,1.15,0.15,1.5,11.53,2.14
3339000,2018-02-16,355.0,5.02,1.15,0.12,1.49,7.38,2.16
3339000,2018-02-17,431.0,5.17,1.14,0.12,1.48,7.61,2.16
3339000,2018-02-18,409.0,5.01,1.14,0.13,1.48,9.78,2.21
3339000,2018-02-19,955.0,4.53,1.15,0.4,1.49,304.63,2.14
3339000,2018-02-20,8900.0,4.37,1.0,0.43,1.0,743.0,1.0
3339000,2018-02-21,27400.0,13.03,1.39,0.39,1.81,615.39,2.84
3339000,2018-02-22,37100.0,14.04,1.39,0.42,1.83,808.77,2.81
3339000,2018-02-23,25400.0,12.91,1.4,0.39,1.82,590.04,2.87
3339000,2018-02-24,15500.0,11.7,1.38,0.34,1.81,383.65,2.88
3339000,2018-02-25,9420.0,10.76,1.41,0.31,1.8,253.16,2.83
3339000,2018-02-26,6280.0,9.74,1.38,0.28,1.82,182.78,2.84
3339000,2018-02-27,4440.0,9.24,1.4,0.25,1.8,133.64,2.81
3339000,2018-02-28,3540.0,6.85,1.0,0.23,1.0,75.0,1.0
3339000,2018-03-01,3730.0,8.96,1.4,0.24,1.8,114.54,2.84
3339000,2018-03-02,5950.0,9.91,1.39,0.27,1.81,175.76,2.83
3339000,2018-03-03,5260.0,9.72,1.39,0.26,1.83,159.19,2.9
3339000,2018-03-04,3500.0,8.92,1.39,0.23,1.82,117.05,2.82
3339000,2018-03-05,2700.0,8.64,1.4,0.22,1.81,91.0,2.78
3339000,2018-03-06,2390.0,8.38,1.39,0.21,1.81,83.66,2.84
3339000,2018-03-07,2070.0,8.12,1.38,0.2,1.81,73.21,2.79
3339000,2018-03-08,1830.0,7.96,1.41,0.2,1.84,66.76,2.79
3339000,2018-03-09,1620.0,7.8,1.38,0.19,1.82,59.96,2.81
3339000,2018-03-10,1470.0,7.67,1.4,0.19,1.79,59.1,2.87
3339000,2018-03-11,1330.0,7.55,1.4,0.18,1.8,52.96,2.84
3339000,2018-03-12,1270.0,7.57,1.4,0.18,1.82,52.42,2.85
3339000,2018-03-13,1170.0,7.32,1.38,0.18,1.81,47.55,2.78
3339000,2018-03-14,1100.0,7.28,1.39,0.17,1.79,46.87,2.92
3339000,2018-03-15,1060.0,7.24,1.39,0.17,1.8,45.69,2.84
3339000,2018-03-16,1030.0,7.2,1.38,0.17,1.82,44.16,2.88
3339000,2018-03-17,1050.0,7.31,1.39,0.17,1.83,47.7,2.88
3339000,2018-03-18,1030.0,7.41,1.41,0.17,1.8,43.29,2.82
3339000,2018-03-19,993.0,7.28,1.39,0.16,1.79,43.57,2.84
3339000,2018-03-20,956.0,7.28,1.39,0.16,1.81,42.73,2.81
3339000,2018-03-21,898.0,7.14,1.38,0.16,1.8,41.66,2.84
3339000,2018-03-22,787.0,7.09,1.4,0.15,1.8,36.78,2.82
3339000,2018-03-23,761.0,7.02,1.39,0.15,1.83,35.78,2.81
3339000,2018-03-24,925.0,7.29,1.39,0.16,1.8,43.31,2.82
3339000,2018-03-25,957.0,7.31,1.38,0.16,1.83,44.47,2.82
3339000,2018-03-26,1180.0,7.69,1.39,0.17,1.83,57.71,2.84
3339000,2018-03-27,6270.0,11.08,1.4,0.24,1.81,230.13,2.81
3339000,2018-03-28,9160.0,6.22,1.0,0.44,1.0,260.0,1.0
3339000,2018-03-29,7940.0,11.46,1.39,0.25,1.81,301.89,2.89
3339000,2018-03-30,6170.0,11.17,1.4,0.23,1.8,229.02,2.8
3339000,2018-03-31,4140.0,10.27,1.4,0.22,1.81,169.01,2.84
3339000,2018-04-01,2970.0,9.41,1.39,0.2,1.79,132.51,2.83
3339000,2018-04-02,2510.0,9.11,1.38,0.19,1.82,111.64,2.75
3339000,2018-04-03,3530.0,9.86,1.39,0.21,1.81,159.62,2.84
3339000,2018-04-04,7290.0,11.68,1.39,0.24,1.81,285.68,2.75
3339000,2018-04-05,4800.0,10.64,1.4,0.23,1.82,208.5,2.87
3339000,2018-04-06,3100.0,9.57,1.38,0.2,1.8,139.19,2.8
3339000,2018-04-07,2440.0,9.2,1.39,0.19,1.82,116.6,2.77
3339000,2018-04-08,1970.0,8.81,1.4,0.18,1.8,99.73,2.87
3339000,2018-04-09,1710.0,8.51,1.4,0.18,1.82,86.81,2.87
3339000,2018-04-10,1530.0,8.39,1.39,0.17,1.8,79.46,2.8
3339000,2018-04-11,1380.0,8.1,1.39,0.16,1.76,77.17,2.83
3339000,2018-04-12,1370.0,8.09,1.38,0.17,1.79,78.72,2.86
3339000,2018-04-13,1290.0,8.0,1.39,0.16,1.81,70.77,2.8
3339000,2018-04-14,1530.0,7.03,1.11,0.1,1.47,56.07,2.14
3339000,2018-04-15,4740.0,6.97,1.11,0.23,1.47,389.33,2.06
3339000,2018-04-16,6380.0,7.37,1.11,0.31,1.46,502.62,2.09
3339000,2018-04-17,3950.0,7.98,1.1,0.28,1.46,312.75,2.09
3339000,2018-04-18,2650.0,8.2,1.1,0.19,1.48,145.02,2.11
3339000,2018-04-19,2130.0,8.17,1.1,0.16,1.47,101.94,2.11
3339000,2018-04-20,1660.0,8.04,1.1,0.13,1.47,70.94,2.07
3339000,2018-04-21,1450.0,7.87,1.1,0.11,1.48,51.18,2.13
3339000,2018-04-22,1380.0,7.76,1.1,0.09,1.49,40.07,2.11
3339000,2018-04-23,1310.0,7.65,1.1,0.09,1.48,33.15,2.15
3339000,2018-04-24,1230.0,7.6,1.1,0.08,1.49,26.16,2.15
3339000,2018-04-25,1210.0,7.6,1.1,0.08,1.48,25.21,2.1
3339000,2018-04-26,1090.0,7.33,1.11,0.07,1.48,22.33,2.16
3339000,2018-04-27,1070.0,7.21,1.11,0.07,1.48,22.15,2.17
3339000,2018-04-28,918.0,7.09,1.11,0.06,1.49,18.28,2.2
3339000,2018-04-29,890.0,6.99,1.11,0.07,1.5,18.59,2.17
3339000,2018-04-30,799.0,6.87,1.11,0.06,1.51,16.38,2.23
3339000,2018-05-01,817.0,6.93,1.11,0.06,1.45,15.0,2.12
3339000,2018-05-02,809.0,6.9,1.11,0.05,1.49,12.27,2.17
3339000,2018-05-03,855.0,6.71,1.12,0.06,1.48,13.86,2.21
3339000,2018-05-04,933.0,6.67,1.12,0.06,1.48,12.83,2.23
3339000,2018-05-05,867.0,6.5,1.11,0.05,1.48,11.88,2.18
3339000,2018-05-06,762.0,5.76,1.13,0.06,1.49,10.65,2.22
3339000,2018-05-07,706.0,5.77,1.13,0.06,1.48,11.15,2.19
3339000,2018-05-08,708.0,5.83,1.13,0.05,1.49,10.81,2.2
3339000,2018-05-09,671.0,5.78,1.13,0.05,1.48,10.01,2.22
3339000,2018-05-10,715.0,5.73,1.13,0.06,1.5,11.26,2.17
3339000,2018-05-11,932.0,6.39,1.11,0.06,1.48,13.47,2.17
3339000,2018-05-12,706.0,5.5,1.13,0.07,1.48,11.7,2.15
3339000,2018-05-13,699.0,5.43,1.13,0.06,1.49,12.96,2.14
3339000,2018-05-14,610.0,5.55,1.13,0.06,1.48,11.52,2.23
3339000,2018-05-15,615.0,5.32,1.14,0.06,1.48,12.68,2.23
3339000,2018-05-16,853.0,5.22,1.13,0.07,1.49,21.84,2.14
3339000,2018-05-17,766.0,4.98,1.14,0.09,1.46,27.69,2.13
3339000,2018-05-18,586.0,5.16,1.13,0.08,1.48,19.45,2.14
3339000,2018-05-19,1480.0,4.19,1.0,0.25,1.0,473.0,1.0
3339000,2018-05-20,1400.0,9.34,1.09,0.25,1.48,170.57,2.05
3339000,2018-05-21,1060.0,8.81,1.09,0.14,1.48,50.58,2.1
3339000,2018-05-22,818.0,7.88,1.1,0.12,1.48,37.98,2.07
3339000,2018-05-23,757.0,6.98,1.11,0.11,1.5,33.31,2.1
3339000,2018-05-24,637.0,6.72,1.12,0.11,1.49,31.14,2.08
3339000,2018-05-25,668.0,5.98,1.13,0.1,1.47,30.19,2.07
3339000,2018-05-26,598.0,5.95,1.13,0.1,1.46,26.21,2.16
3339000,2018-05-27,648.0,5.91,1.13,0.09,1.49,27.0,2.1
3339000,2018-05-28,665.0,5.95,1.12,0.09,1.49,30.08,2.18
3339000,2018-05-29,575.0,5.11,1.14,0.1,1.49,27.7,2.19
3339000,2018-05-30,683.0,5.18,1.14,0.16,1.46,72.95,2.11
3339000,2018-05-31,1010.0,6.1,1.0,0.59,1.0,886.0,1.0
3339000,2018-06-01,1660.0,6.96,1.12,0.25,1.48,221.01,2.07
3339000,2018-06-02,1330.0,7.56,1.1,0.16,1.48,73.09,2.08
3339000,2018-06-03,983.0,7.35,1.11,0.13,1.48,50.94,2.08
3339000,2018-06-04,826.0,7.53,1.11,0.13,1.47,42.07,2.12
3339000,2018-06-05,637.0,7.43,1.11,0.12,1.48,36.49,2.12
3339000,2018-06-06,640.0,6.06,1.13,0.11,1.47,32.98,2.04
3339000,2018-06-07,555.0,6.08,1.12,0.11,1.47,30.54,2.1
3339000,2018-06-08,528.0,5.84,1.13,0.1,1.48,27.86,2.15
3339000,2018-06-09,516.0,5.56,1.14,0.1,1.48,26.5,2.06
3339000,2018-06-10,2640.0,3.83,1.0,0.29,1.0,554.0,1.0
3339000,2018-06-11,11300.0,7.02,1.0,0.39,1.0,423.0,1.0
3339000,2018-06-12,9150.0,9.36,1.39,0.29,1.81,821.19,2.86
3339000,2018-06-13,7480.0,8.95,1.39,0.28,1.81,679.88,2.84
3339000,2018-06-14,5070.0,8.09,1.38,0.26,1.83,491.48,2.75
3339000,2018-06-15,2540.0,7.12,1.4,0.22,1.81,278.76,2.78
3339000,2018-06-16,1930.0,6.56,1.39,0.21,1.8,214.22,2.77
3339000,2018-06-17,1490.0,6.24,1.39,0.2,1.81,174.67,2.76
3339000,2018-06-18,1310.0,5.95,1.38,0.19,1.81,160.78,2.81
3339000,2018-06-19,1020.0,5.62,1.39,0.18,1.8,131.22,2.82
3339000,2018-06-20,1320.0,5.9,1.39,0.2,1.8,162.0,2.85
3339000,2018-06-21,2380.0,8.25,1.1,0.22,1.48,161.08,2.06
3339000,2018-06-22,4060.0,7.49,1.4,0.26,1.81,431.55,2.85
3339000,2018-06-23,6170.0,8.02,1.39,0.28,1.83,660.15,2.82
3339000,2018-06-24,4880.0,7.48,1.39,0.27,1.82,523.68,2.93
3339000,2018-06-25,2650.0,6.99,1.11,0.22,1.5,117.53,2.18
3339000,2018-06-26,1930.0,7.05,1.11,0.22,1.5,130.28,2.15
3339000,2018-06-27,1640.0,7.15,1.11,0.17,1.46,87.43,2.12
3339000,2018-06-28,1360.0,6.78,1.12,0.16,1.47,67.58,2.14
3339000,2018-06-29,1040.0,6.8,1.12,0.13,1.47,43.14,2.13
3339000,2018-06-30,910.0,6.66,1.12,0.12,1.49,34.46,2.15
3339000,2018-07-01,755.0,6.51,1.12,0.11,1.49,26.56,2.19
3339000,2018-07-02,712.0,6.25,1.12,0.1,1.48,22.45,2.16
3339000,2018-07-03,696.0,6.12,1.12,0.08,1.47,17.26,2.14
3339000,2018-07-04,587.0,5.57,1.14,0.09,1.47,14.46,2.12
3339000,2018-07-05,889.0,4.83,1.38,0.2,1.8,134.46,2.88
3339000,2018-07-06,908.0,4.74,1.4,0.2,1.84,137.26,2.83
3339000,2018-07-07,1040.0,4.9,1.15,0.19,1.47,113.8,2.05
3339000,2018-07-08,726.0,4.36,1.17,0.16,1.47,57.95,2.06
3339000,2018-07-09,525.0,4.33,1.16,0.13,1.47,37.02,2.12
3339000,2018-07-10,468.0,4.32,1.16,0.13,1.46,30.59,2.11
3339000,2018-07-11,424.0,4.14,1.17,0.13,1.48,32.32,2.09
3339000,2018-07-12,401.0,4.21,1.17,0.13,1.48,35.42,2.13
3339000,2018-07-13,351.0,3.96,1.17,0.14,1.47,32.51,2.09
3339000,2018-07-14,311.0,3.58,1.19,0.14,1.47,29.37,2.06
3339000,2018-07-15,416.0,3.51,1.18,0.14,1.47,42.11,2.11
3339000,2018-07-16,609.0,3.9,1.17,0.15,1.47,52.14,2.08
3339000,2018-07-17,499.0,2.92,1.2,0.16,1.48,40.13,2.07
3339000,2018-07-18,391.0,3.19,1.19,0.15,1.47,37.76,2.09
3339000,2018-07-19,299.0,3.08,1.19,0.16,1.48,38.6,2.12
3339000,2018-07-20,228.0,2.95,1.21,0.15,1.46,32.34,2.09
3339000,2018-07-21,211.0,2.85,1.2,0.16,1.5,29.88,2.08
3339000,2018-07-22,249.0,2.82,1.2,0.17,1.47,42.37,2.06
3339000,2018-07-23,340.0,2.72,1.2,0.16,1.48,40.17,2.05
3339000,2018-07-24,235.0,2.63,1.22,0.15,1.48,39.64,2.14
3339000,2018-07-25,189.0,2.54,1.21,0.15,1.45,35.58,2.07
3339000,2018-07-26,162.0,2.32,1.22,0.15,1.46,30.97,2.08
3339000,2018-07-27,148.0,2.24,1.21,0.15,1.46,31.67,2.1
3339000,2018-07-28,138.0,2.14,1.22,0.15,1.5,32.6,2.09
3339000,2018-07-29,136.0,1.98,1.23,0.15,1.47,22.73,2.15
3339000,2018-07-30,150.0,1.86,1.23,0.19,1.49,32.99,2.13
3339000,2018-07-31,160.0,1.95,1.21,0.19,1.49,36.46,2.1
3339000,2018-08-01,203.0,2.21,1.2,0.16,1.47,42.56,2.11
3339000,2018-08-02,157.0,2.17,1.21,0.16,1.48,42.13,2.17
3339000,2018-08-03,140.0,2.09,1.22,0.15,1.49,35.9,2.06
3339000,2018-08-04,130.0,2.11,1.22,0.15,1.49,32.72,2.17
3339000,2018-08-05,122.0,1.81,1.23,0.15,1.48,26.87,2.09
3339000,2018-08-06,121.0,1.57,1.24,0.18,1.5,37.79,2.13
3339000,2018-08-07,392.0,1.83,1.21,0.28,1.51,119.6,2.23
3339000,2018-08-08,383.0,1.73,1.22,0.3,1.51,100.37,2.27
3339000,2018-08-09,400.0,2.35,1.21,0.23,1.48,100.16,2.17
3339000,2018-08-10,240.0,1.87,1.24,0.25,1.48,70.27,2.13
3339000,2018-08-11,215.0,1.37,1.25,0.3,1.46,53.02,2.13
3339000,2018-08-12,154.0,1.28,1.25,0.33,1.49,56.98,2.11
3339000,2018-08-13,134.0,1.25,1.25,0.33,1.5,54.33,2.12
3339000,2018-08-14,123.0,1.34,1.25,0.31,1.49,57.84,2.08
3339000,2018-08-15,118.0,1.41,1.25,0.28,1.48,52.38,2.14
3339000,2018-08-16,119.0,1.46,1.24,0.29,1.48,55.43,2.11
3339000,2018-08-17,290.0,2.03,1.21,0.23,1.49,77.08,2.16
3339000,2018-08-18,464.0,2.3,1.2,0.26,1.49,108.65,2.14
3339000,2018-08-19,333.0,1.53,1.25,0.33,1.5,55.84,2.12
3339000,2018-08-20,322.0,1.18,1.26,0.46,1.52,98.41,2.21
3339000,2018-08-21,642.0,1.6,1.22,0.4,1.51,222.65,2.18
3339000,2018-08-22,736.0,2.05,1.21,0.34,1.48,168.42,2.09
3339000,2018-08-23,419.0,1.56,1.24,0.36,1.49,89.23,2.09
3339000,2018-08-24,273.0,1.49,1.24,0.32,1.49,71.22,2.1
3339000,2018-08-25,215.0,1.49,1.24,0.31,1.48,68.17,2.04
